Administrative,Informational,ProductRelated,TotalTimeOnSite,BounceRates,ExitRates,PageValues,SpecialDay,Month,VisitorType,Weekend,Revenue
0,0,4,63,0,0.05,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
1,1,45,1588.75,0.043478261,0.050821256,54.17976426,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,2,35,0,0.1,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,78,0,0.066666667,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,8,209.5,0,0.025,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,10,183.6666667,0.04,0.08,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,14,380.5,0.014285714,0.028571429,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,52,2086.242857,0.015384615,0.020352564,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,8,388,0.025,0.05625,0,0,Feb,Returning_Visitor,TRUE,FALSE
2,0,5,316,0,0.028571429,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
0,0,7,63,0.028571429,0.071428571,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,9,482,0,0.022222222,0,0,Feb,Returning_Visitor,FALSE,FALSE
1,0,46,4093.393939,0,0.001794872,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,22,0,0.066666667,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,15,310.1666667,0,0.006666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,2,34,0,0.05,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,4,88,0,0.05,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,22,622.25,0.003030303,0.006060606,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,14,222.4,0.017142857,0.057142857,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,80,0.066666667,0.133333333,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,11,800.8333333,0,0.003636364,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,12,265.1666667,0.011111111,0.026111111,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,2,29,0,0.1,0,1,Feb,Returning_Visitor,TRUE,FALSE
0,0,4,160,0,0.075,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,4,135.6666667,0.05,0.025,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
4,2,36,1174.7416667,0,0.014736467,19.44707913,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,4,104,0,0.05,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
2,0,16,397.6865079,0.011764706,0.046568627,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,6,169,0,0.016666667,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,8,400.8,0.05,0.120833333,0,0,Feb,Returning_Visitor,FALSE,FALSE
12,0,42,1832.9999997,0.009,0.019666667,38.30849268,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,14,706.5,0,0.007142857,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
3,0,27,886.16666663,0,0.012643678,22.9160357,0.8,Feb,Returning_Visitor,FALSE,TRUE
4,0,90,6995.972222,0.002150538,0.015013034,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,18,902,0,0.007407407,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,20,197.3777778,0.025,0.0525,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,2,43,0,0.1,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,8,426.6666667,0,0.0125,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,135,0,0.066666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,16,588.3333333,0,0.025,0,0,Feb,Returning_Visitor,FALSE,FALSE
10,0,36,3117.008334,0.004347826,0.014492754,11.43941195,0,Feb,Returning_Visitor,FALSE,TRUE
0,0,2,76,0,0.05,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,1,Feb,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,7,208,0,0.028571429,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,4,270,0,0.016666667,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
0,0,6,39.5,0,0.02,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,12,375,0.016666667,0.058333333,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.8,Feb,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,7,150,0.057142857,0.085714286,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,138,0,0.066666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,7,337.5,0.028571429,0.023809524,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,19,620.0333333,0,0.007894737,0,0,Feb,Returning_Visitor,FALSE,FALSE
2,0,15,204.8461538,0,0.011764706,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,2,52,0,0.1,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,13,649.25,0,0.015384615,0,0,Feb,New_Visitor,FALSE,FALSE
0,0,27,925.3333333,0.003703704,0.025925926,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,2,33,0,0.1,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,6,1566.5,0.05,0.066666667,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,4,105,0,0.025,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,1,7,50,0.038095238,0.080952381,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,16,644.2,0.004166667,0.031666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
3,0,38,2653.5111113300004,0,0.008947368,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
4,0,19,668,0,0.026984127,17.53595893,1,Feb,Returning_Visitor,TRUE,TRUE
0,0,6,415,0,0.033333333,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
2,1,36,2130.530952,0,0.01351025,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
3,0,17,340.1666667,0.007058824,0.017647059,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,2,27,0.15,0.15,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,1,9,215,0.044444444,0.074074074,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
0,0,12,162,0.05,0.066666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,2,114,0.05,0.066666667,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
6,4,128,5482.463753,8.54701e-4,0.01791847,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,4,253,0,0.016666667,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,4,0,0.2,0.2,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
2,0,25,458.5,0.008,0.024,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,1,30,1138.833333,0.012903226,0.035483871,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,12,317.8333333,0,0.005555556,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,21,1146.333333,0,0.012962963,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
0,0,11,577,0.018181818,0.027272727,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,8,95,0,0.075,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,6,301.5,0,0.111111111,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,6,243,0,0.033333333,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,4,135.5,0,0.05,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,2,14,517.3333333,0,0.034375,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,41,0,0.066666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,11,292.9,0.028,0.11952381,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,9,1238.333333,0,0.040740741,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,10,225.4666667,0,0.05,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
4,0,51,2335.2166669999997,0,0.00754717,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,13,0.133333333,0.166666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,2,222,0,0.1,0,0,Feb,Returning_Visitor,TRUE,FALSE
2,0,16,234.8333333,0,0.022222222,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,6,2017.166667,0,0.011111111,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
6,0,26,560.5277778,0,0.018518519,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,6,158.1666667,0,0.033333333,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,9,303.6666667,0.005555556,0.046296296,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,25,0,0.066666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,2,42,0.05,0.15,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
4,0,14,1107.041667,0,0.018039216,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,9,272.5,0,0.011851852,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
3,0,8,363,0,0.007407407,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,1,10,871,0,0.009090909,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,780,0.066666667,0.066666667,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,1038,0,0.033333333,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,4,573,0,0.05,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,28,1231.233333,0.007142857,0.030357143,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,11,316.6666667,0,0.027272727,0,0.8,Feb,Returning_Visitor,FALSE,FALSE
0,0,20,873.7365079,0.0075,0.028166667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,4,16,0.1,0.15,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,19,615,0,0.026315789,0,0.2,Feb,Returning_Visitor,FALSE,FALSE
0,0,9,261.75,0,0.026666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,21,615.8831169,0.033333333,0.04993081,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,6,117.5,0,0.033333333,0,0.8,Feb,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,23,501.6666667,0.008695652,0.01884058,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
2,2,31,909.1666667,0.03030303,0.040606061,0,0,Feb,Returning_Visitor,TRUE,FALSE
1,0,23,1232.5,0.015217391,0.012463768,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,6,467,0,0.016666667,0,0.4,Feb,Returning_Visitor,FALSE,FALSE
0,0,23,737.1666667,0.008695652,0.011594203,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,12,129,0,0.033333333,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,5,63,0,0.04,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,5,125,0.086666667,0.166666667,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,11,684.3333333,0.018181818,0.063636364,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,20,665.4722222,0,0.0145,0,0.8,Feb,Returning_Visitor,TRUE,FALSE
1,0,15,487.5,0,0.019166667,0,0.8,Feb,Returning_Visitor,TRUE,FALSE
0,0,17,437.1666667,0.011111111,0.033333333,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,3,55,0.066666667,0.1,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0.8,Feb,Returning_Visitor,TRUE,FALSE
5,0,24,488.2277778,0,0.008602151,0,1,Feb,Returning_Visitor,TRUE,FALSE
3,0,10,407.5,0,0.015384615,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,7,666,0,0.014285714,0,0,Feb,Returning_Visitor,FALSE,FALSE
1,0,21,405.7095238,0.010743802,0.047002635,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,6,163.25,0.033333333,0.033333333,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,17,284.25,0,0.011764706,0,0,Feb,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0.6,Feb,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Feb,Returning_Visitor,FALSE,FALSE
0,0,8,260,0.008333333,0.025,0,0.8,Feb,Returning_Visitor,TRUE,FALSE
0,16,5,1490.2547619000002,0.003174603,0.012764202,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,20,927.45,0.011111111,0.027248677,8.000740741,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,50,845.8,0,0.006339869,0,0,Mar,Returning_Visitor,FALSE,FALSE
10,2,96,3729.9449440999997,0.001960784,0.013509414,0,0,Mar,Returning_Visitor,TRUE,FALSE
9,1,49,2028.819697,0,0.020708874,1.706014966,0,Mar,Returning_Visitor,FALSE,TRUE
3,1,68,3106.124108,0.007142857,0.016727891,46.53017511,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,2,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
3,5,24,4459.25,0.036190476,0.096,0,0,Mar,Returning_Visitor,FALSE,FALSE
3,0,9,371,0,0.02,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,3,42,0,0.066666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,22,354.3333333,0.009090909,0.057662338,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,98,3556.61241,0.002061856,0.010173465,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,1,67,2763.783333,0,0.005797101,19.34265017,0,Mar,New_Visitor,FALSE,TRUE
3,0,13,3126.9793033,0.013068182,0.06140625,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,17,840.2333333,0,0.001666667,109.176,0,Mar,New_Visitor,FALSE,TRUE
3,2,55,2189.8448049999997,0,0.001724138,96.25511582,0,Mar,New_Visitor,TRUE,TRUE
1,0,50,2899,0,0.004,153.4432478,0,Mar,Returning_Visitor,TRUE,TRUE
0,0,5,43,0,0.04,0,0,Mar,Returning_Visitor,TRUE,FALSE
5,0,13,502.5,0,0.004166667,0,0,Mar,New_Visitor,FALSE,FALSE
0,0,3,133.5,0,0.088888889,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,12,416.6666667,0,0.008333333,0,0,Mar,Returning_Visitor,FALSE,FALSE
3,0,16,734.75,0,0.005263158,0,0,Mar,New_Visitor,FALSE,FALSE
1,0,16,1349.75,0,0.0125,33.79956701,0,Mar,New_Visitor,FALSE,TRUE
2,0,5,598.5,0,0.028571429,0,0,Mar,New_Visitor,TRUE,FALSE
3,0,4,252.8333333,0,0.016666667,0,0,Mar,New_Visitor,FALSE,FALSE
0,0,8,731,0,0.04375,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,1,4,364,0.033333333,0.0375,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,14,565.3333333,0.037619048,0.04952381,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,2,50,0,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
4,0,7,648,0.006666667,0.033333333,0,0,Mar,Returning_Visitor,TRUE,FALSE
2,3,10,544,0,0.042857143,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,2,18,913.1666666,0,0.02,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,4,160,0,0.066666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,35,1192.386111,0.005714286,0.028571429,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,12,198,0.016666667,0.075,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,3,15,0,0.066666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,14,681,0,0.013333333,35.0928,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,5,23,0.08,0.12,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,4,14,0.1,0.15,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,6,264.5,0,0.02,0,0,Mar,New_Visitor,FALSE,FALSE
1,0,28,2522.30467,0.001481481,0.009150327,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,2,19,0,0.1,0,0,Mar,Returning_Visitor,TRUE,FALSE
5,2,37,1757.333333,0,0.006578947,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,9,102.5,0,0.022222222,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,16,2337,0,0.013333333,17.76266667,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,19,1883.5,0.010526316,0.021052632,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,50,1277.3,0.004,0.020666667,7.146260888,0,Mar,Returning_Visitor,TRUE,FALSE
6,0,22,2341.4166663,0,0.014666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,9,132,0.011111111,0.033333333,0,0,Mar,Returning_Visitor,TRUE,FALSE
1,1,50,2247.255128,0,0.019230769,22.03276923,0,Mar,Returning_Visitor,TRUE,FALSE
2,0,18,521.25,0.005263158,0.044210526,0,0,Mar,Returning_Visitor,TRUE,FALSE
3,5,7,501.08333333,0,0.014081633,0,0,Mar,Returning_Visitor,FALSE,FALSE
3,0,29,1600.710784,0.006896552,0.010600255,0,0,Mar,Returning_Visitor,TRUE,FALSE
6,0,34,1201.992063,0.011578947,0.032225685,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,9,478,0,0.011111111,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,16,980.25,0,0.04,0,0,Mar,Returning_Visitor,FALSE,FALSE
8,1,51,1218.443074,0.022807018,0.036550087,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,22,377.6666667,0.018181818,0.031818182,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,18,1489.083333,0.023529412,0.046470588,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,1,28,3609.333333,0.016666667,0.030833333,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,7,753,0,0.00952381,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,31,688.1666667,0,0.019354839,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,14,811,0.015384615,0.041025641,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,9,437.25,0.033333333,0.048148148,0,0,Mar,Returning_Visitor,FALSE,FALSE
16,0,32,1063.6447691,0.005,0.01805276,4.368515556,0,Mar,Returning_Visitor,FALSE,TRUE
1,1,71,3009.7119043300004,0.012676056,0.015201207,0,0,Mar,Returning_Visitor,TRUE,FALSE
2,1,46,2743.582143,0.007246377,0.022253906,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,18,5188.5,0,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,2,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,5,57,0.08,0.12,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,2,8,0,0.1,0,0,Mar,Returning_Visitor,TRUE,FALSE
4,0,19,1527.159091,0.01,0.025666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,2,33,0,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
5,0,4,2762.5,0,0.02,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,45,844.25,0,0.01037037,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,1,7,188,0,0.033333333,0,0,Mar,New_Visitor,FALSE,FALSE
3,0,14,578.375,0.015555556,0.033862434,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,1,29,2138.7619050000003,0.006451613,0.018709677,8.772473118,0,Mar,Returning_Visitor,TRUE,TRUE
0,0,9,116.3333333,0,0.066666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,30,397,0,0.02,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,63,5220.083333,0,0.003329865,51.46331148,0,Mar,Returning_Visitor,TRUE,TRUE
0,0,20,219.3333333,0,0.011666667,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,5,74,0,0.04,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,15,1559.6,0,0.033846154,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,6,236.5,0,0.016666667,0,0,Mar,Returning_Visitor,TRUE,FALSE
1,0,14,358.6666667,0.035714286,0.053571429,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,1,13,299.5,0,0.014285714,0,0,Mar,New_Visitor,FALSE,FALSE
4,0,42,628.7666667,0,0.004545455,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,5,75.5,0.02,0.013333333,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,2,153,0,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
4,0,10,212.2,0,0.016666667,38.99,0,Mar,Returning_Visitor,TRUE,TRUE
0,0,18,3658.5,0.016666667,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,5,1162.5,0,0.025,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,32,556.6,0.014583333,0.039583333,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,3,41,0,0.033333333,0,0,Mar,Returning_Visitor,TRUE,FALSE
0,0,11,300.0714286,0,0.02,53.9892,0,Mar,Returning_Visitor,TRUE,TRUE
13,4,36,3081.434957,0.010638298,0.026186255,6.831792392,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,6,69.25,0,0.044444444,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,10,1559.1,0.02,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,8,402,0,0.038095238,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,35,3324.333333,0.011428571,0.024761905,0,0,Mar,Returning_Visitor,FALSE,FALSE
11,1,87,3323.0237615,0.002150538,0.007722385,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,4,59,0,0.05,0,0,Mar,Returning_Visitor,FALSE,FALSE
1,0,51,1070.253472,0.010588235,0.022643039,0,0,Mar,Returning_Visitor,FALSE,FALSE
2,0,7,740,0,0.011111111,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,40,905.4856061,0.0135,0.03747619,0,0,Mar,Returning_Visitor,FALSE,FALSE
0,0,1,0,0.2,0.2,0,0,Mar,Returning_Visitor,TRUE,FALSE
2,1,14,626.0000000299999,0,0.0125,44.67925,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,13,328.9166667,0,0.014285714,59.79014286,0,Mar,Returning_Visitor,FALSE,TRUE
0,0,33,778.8166667,0,0.022424242,0,0,Mar,Returning_Visitor,FALSE,FALSE
4,0,22,1022.8095238,0.004545455,0.031907308,0,0,Mar,Returning_Visitor,FALSE,FALSE
